name,id,shortDesc,actions,castType,sourceBook,PFSnote,levelreq,traditions/0,traditions/1,traditions/2,traditions/3,traits/0,traits/1,traits/2,traits/3,traits/4,traits/5,traits/6,traits/7,cost,inputRequired,internalNote,range,area,targets,target,singleTarget,allowReturnFocusPoint,requirements,trigger,sustained,duration,desc,savingThrow,critsuccess,success,failure,critfailure,showSpells/0/level,showSpells/0/name,heightened/0/desc,heightened/0/level,heightened/1/desc,heightened/1/level,heightened/2/desc,heightened/2/level,heightened/3/desc,heightened/3/level,heightened/4/desc,heightened/4/level,heightened/5/desc,heightened/5/level,heightened/6/desc,heightened/6/level,heightened/7/desc,heightened/7/level,heightened/8/desc,heightened/8/level,gainConditions/0/duration,gainConditions/0/heightenedFilter,gainConditions/0/name,gainConditions/0/source,gainConditions/0/targetFilter,gainConditions/0/value,gainConditions/1/duration,gainConditions/1/heightenedFilter,gainConditions/1/name,gainConditions/1/source,gainConditions/1/targetFilter,gainConditions/1/value,gainConditions/2/duration,gainConditions/2/heightenedFilter,gainConditions/2/name,gainConditions/2/source,gainConditions/2/targetFilter,gainConditions/2/value,gainConditions/3/duration,gainConditions/3/heightenedFilter,gainConditions/3/name,gainConditions/3/source,gainConditions/3/targetFilter,gainConditions/3/value,gainConditions/4/duration,gainConditions/4/heightenedFilter,gainConditions/4/name,gainConditions/4/source,gainConditions/4/value,gainConditions/5/duration,gainConditions/5/heightenedFilter,gainConditions/5/name,gainConditions/5/source,gainConditions/5/value,gainItems/0/expiration,gainItems/0/heightenedFilter,gainItems/0/name,gainItems/0/type,gainItems/1/expiration,gainItems/1/heightenedFilter,gainItems/1/name,gainItems/1/type,gainItems/2/expiration,gainItems/2/heightenedFilter,gainItems/2/name,gainItems/2/type,gainItems/3/expiration,gainItems/3/heightenedFilter,gainItems/3/name,gainItems/3/type,gainItems/4/expiration,gainItems/4/heightenedFilter,gainItems/4/name,gainItems/4/type,desc1/0/value,desc1/0/variable,desc1/1/value,desc1/1/variable,desc1/2/value,desc1/2/variable,desc2/0/value,desc2/0/variable,desc2/1/value,desc2/1/variable,desc2/2/value,desc2/2/variable,desc2/3/value,desc2/3/variable,desc2/4/value,desc2/4/variable,desc2/5/value,desc2/5/variable,desc2/6/value,desc2/6/variable,desc2/7/value,desc2/7/variable,desc2/8/value,desc2/8/variable,desc3/0/value,desc3/0/variable,desc3/1/value,desc3/1/variable,desc3/2/value,desc3/2/variable,desc3/3/value,desc3/3/variable,desc3/4/value,desc3/4/variable,desc3/5/value,desc3/5/variable,desc3/6/value,desc3/6/variable,desc3/7/value,desc3/7/variable,desc3/8/value,desc3/8/variable,desc4/0/value,desc4/0/variable,desc4/1/value,desc4/1/variable,desc4/2/value,desc4/2/variable,desc4/3/value,desc4/3/variable,desc4/4/value,desc4/4/variable,desc4/5/value,desc4/5/variable,desc4/6/value,desc4/6/variable,desc4/7/value,desc4/7/variable,desc4/8/value,desc4/8/variable,desc4/9/value,desc4/9/variable,desc4/10/value,desc4/10/variable,desc4/11/value,desc4/11/variable,desc5/0/value,desc5/0/variable,desc5/1/value,desc5/1/variable,desc5/2/value,desc5/2/variable,desc5/3/value,desc5/3/variable,desc5/4/value,desc5/4/variable,desc5/5/value,desc5/5/variable,desc5/6/value,desc5/6/variable,desc5/7/value,desc5/7/variable,desc5/8/value,desc5/8/variable,desc5/9/value,desc5/9/variable,desc5/10/value,desc5/10/variable,desc5/11/value,desc5/11/variable,desc6/0/value,desc6/0/variable,desc6/1/value,desc6/1/variable,desc6/2/value,desc6/2/variable,desc6/3/value,desc6/3/variable,desc6/4/value,desc6/4/variable,desc6/5/value,desc6/5/variable,desc6/6/value,desc6/6/variable,desc6/7/value,desc6/7/variable,desc6/8/value,desc6/8/variable,desc6/9/value,desc6/9/variable,desc6/10/value,desc6/10/variable,desc7/0/value,desc7/0/variable,desc7/1/value,desc7/1/variable,desc7/2/value,desc7/2/variable,desc7/3/value,desc7/3/variable,desc7/4/value,desc7/4/variable,desc7/5/value,desc7/5/variable,desc7/6/value,desc7/6/variable,desc7/7/value,desc7/7/variable,desc7/8/value,desc7/8/variable,desc7/9/value,desc7/9/variable,desc7/10/value,desc7/10/variable,desc7/11/value,desc7/11/variable,desc8/0/value,desc8/0/variable,desc8/1/value,desc8/1/variable,desc8/2/value,desc8/2/variable,desc8/3/value,desc8/3/variable,desc9/0/value,desc9/0/variable,desc9/1/value,desc9/1/variable,desc9/2/value,desc9/2/variable,desc9/3/value,desc9/3/variable,desc10/0/value,desc10/0/variable,desc10/1/value,desc10/1/variable,desc10/2/value,desc10/2/variable,desc10/3/value,desc10/3/variable
True Strike,29edadfa-9122-11ea-bb37-0242ac130002,Make your next attack especially accurate.,1A,verbal,,,1,Arcane,Occult,,,Divination,Fortune,,,,,,,,,,,,,self,,,,,,until the end of your turn,"A glimpse into the future ensures your next blow strikes true. The next time you make an attack roll before the end of your turn, roll the attack twice and use the better result. The attack ignores circumstance penalties to the attack roll and any flat check required due to the target being concealed or hidden.",,,,,,,,,,,,,,,,,,,,,,,,,,5,,True Strike,True Strike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unseen Servant,29edaf62-9122-11ea-bb37-0242ac130002,Create an invisible creature to help you.,3A,"material, somatic, verbal",,,1,Arcane,Occult,,,Conjuration,,,,,,,,,,,60 feet,,,self,,,,,1000,sustained,"You summon an unseen servant (Core Rulebook pg. 380), which you can command as part of Sustaining the Spell. It serves you until its Hit Points are reduced to 0, at which point the spell ends, or until you stop Sustaining the Spell. The unseen servant gains the summoned trait.",,,,,,,,,,,,,,,,,,,,,,,,,,1000,,Unseen Servant,Unseen Servant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventriloquism,29edb08e-9122-11ea-bb37-0242ac130002,Throw your voice.,2A,"somatic, verbal",,,1,Arcane,Occult,Divine,Primal,Auditory,Illusion,,,,,,,,,,,,,self,,,,,,10 minutes,"Whenever you speak or make any other sound vocally, you can make your vocalization seem to originate from somewhere else within 60 feet, and you can change that apparent location freely as you vocalize. <var>var1</var>",,,,,,,,"The spell's duration increases to 1 hour, and you can also change the tone, quality, and other aspects of your voice. Before a creature can attempt to disbelieve your illusion, it must actively attempt a Perception check or otherwise use actions to interact with the sound.",(2nd),,,,,,,,,,,,,,,,,1000,1,Ventriloquism (1st Level),Ventriloquism,,,6000,2,Ventriloquism (2nd Level),Ventriloquism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Any creature that hears the sound can attempt to disbelieve your illusion.,var1,,,,,"The spell's duration increases to 1 hour, and you can also change the tone, quality, and other aspects of your voice. Before a creature can attempt to disbelieve your illusion, it must actively attempt a Perception check or otherwise use actions to interact with the sound.",var1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verdant Sprout,1cc0554f-5602-478e-aa3b-36b7040238bb,"You imbue a single ordinary, inexpensive plant seed with primal energy and throw it onto a surface, where it gradually sprouts into a Medium plant.",3A,"material, somatic, verbal",Pathfinder #151: The Show Must Go On,,1,Primal,,,,Uncommon,Conjuration,Plant,,,,,,,,,30 feet,,,self,,,,,,,"You imbue a single ordinary, inexpensive plant seed with primal energy and throw it onto a surface, where it gradually sprouts into a Medium plant. After 10 minutes, the plant is sturdy enough to provide standard cover, and its space is difficult terrain. The plant is laden with nutritious nuts or fruit sufficient to feed one Medium creature for a day. The plant has AC 10, Hardness 5, and 20 Hit Points. <var>var1</var>",,,,,,,,"You throw an additional seed, which grows into an additional plant within range.",(+1),,,,,,,,,,,,,,,,,-1,,Verdant Sprout,Verdant Sprout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,var1,,,,,"You can throw an additional seed, which grows into an additional plant within range.",var1,,,,,,,,,,,,,,,,,"You can throw two additional seeds, which grow into additional plants within range.",var1,,,,,,,,,,,,,,,,,"You can throw three additional seeds, which grow into additional plants within range.",var1,,,,,,,,,,,,,,,,,,,,,,,"You can throw four additional seeds, which grow into additional plants within range.",var1,,,,,,,,,,,,,,,,,,,,,,,"You can throw five additional seeds, which grow into additional plants within range.",var1,,,,,,,,,,,,,,,,,,,,,"You can throw six additional seeds, which grow into additional plants within range.",var1,,,,,,,,,,,,,,,,,,,,,,,"You can throw seven additional seeds, which grow into additional plants within range.",var1,,,,,,,"You can throw eight additional seeds, which grow into additional plants within range.",var1,,,,,,,"You can throw nine additional seeds, which grow into additional plants within range.",var1,,,,,,
Acid Arrow,29edb2a0-9122-11ea-bb37-0242ac130002,Magical arrow deals acid damage persistently.,2A,"somatic, verbal",,,2,Arcane,Primal,,,Acid,Attack,Evocation,,,,,,,,,120 feet,,1 creature or object,,TRUE,,,,,,"You conjure an arrow of acid that continues corroding the target after it hits. Make a spell attack against the target. On a hit, you deal <var>var1</var> acid damage plus <var>var2</var> persistent acid damage. On a critical hit, double the initial damage, but not the persistent damage.",,,,,,,,"The initial damage increases by 2d8, and the persistent acid damage increases by 1d6.",(+2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d8,var1,1d6,var2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d8,var1,2d6,var2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d8,var1,3d6,var2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d8,var1,4d6,var2,,,,,,,,,,,,,11d8,var1,5d6,var2,,,,
Animal Form,29edb3f4-9122-11ea-bb37-0242ac130002,Turn into a dangerous animal.,2A,"somatic, verbal",,,2,Primal,,,,Polymorph,Transmutation,,,,,,,,,,,,,self,,,,,,1 minute,"You transform into a <var>var1</var> animal battle form.<var>var9</var> You can choose ape, bear, bull, canine, cat, deer, frog, shark, or snake. While in this form, you gain the animal trait. You can Dismiss the spell.

You gain the following statistics and abilities regardless of which battle form you choose:

AC = <var>var2</var> + your level. Ignore your armor's check penalty and Speed reduction.
<var>var3</var> temporary Hit Points.
Low-light vision and imprecise scent 30 feet.
One or more unarmed melee attacks specific to the battle form you choose, which are the only attacks you can use. You're trained with them. Your attack modifier is <var>var4</var>, and your damage bonus is <var>var5</var>. These attacks are Strength based (for the purpose of the enfeebled condition, for example). If your unarmed attack bonus is higher, you can use it instead.
Athletics modifier of <var>var6</var>, unless your own modifier is higher.

You also gain specific abilities based on the type of animal you choose:

<strong>Ape</strong> Speed 25 feet, climb Speed 20 feet; <strong>Melee</strong> fist, <strong>Damage</strong> <var>var7</var>d6 bludgeoning.
<strong>Bear</strong> Speed 30 feet; <strong>Melee</strong> jaws, <strong>Damage</strong> <var>var7</var>d8 piercing; <strong>Melee</strong> claw (agile), <strong>Damage</strong> <var>var8</var>d8 slashing.
<strong>Bull</strong> Speed 30 feet; <strong>Melee</strong> horn, <strong>Damage</strong> <var>var7</var>d8 piercing.
<strong>Canine</strong> Speed 40 feet; <strong>Melee</strong> jaws, <strong>Damage</strong> <var>var7</var>d8 piercing.
<strong>Cat</strong> Speed 40 feet; <strong>Melee</strong> jaws, <strong>Damage</strong> <var>var7</var>d6 piercing; <strong>Melee</strong> claw (agile), <strong>Damage</strong> <var>var8</var>d10 slashing.
<strong>Deer</strong> Speed 50 feet; <strong>Melee</strong> antler, <strong>Damage</strong> <var>var7</var>d6 piercing.
<strong>Frog</strong> Speed 25 feet, swim Speed 25 feet; <strong>Melee</strong> jaws, <strong>Damage</strong> <var>var7</var>d6 bludgeoning; <strong>Melee</strong> EN15tongue (reach 15 feet), <strong>Damage</strong> <var>var7</var>d4 bludgeoning.
<strong>Shark</strong> swim Speed 35 feet; <strong>Melee</strong> jaws, <strong>Damage</strong> <var>var7</var>d8 piercing; breathe underwater but not in air.
<strong>Snake</strong> Speed 20 feet, climb Speed 20 feet, swim Speed 20 feet; <strong>Melee</strong> fangs , <strong>Damage</strong> <var>var7</var>d4 piercing plus 1d6 poison.",,,,,,,,"You instead gain 10 temporary HP, AC = 17 + your level, attack modifier +14, damage bonus +5, and Athletics +14.",(3rd),"Your battle form is Large and your attacks have 10-foot reach. You must have enough space to expand into or the spell is lost. You instead gain 15 temporary HP, AC = 18 + your level, attack modifier +16, damage bonus +9, and Athletics +16.",(4th),"Your battle form is Huge and your attacks have 15-foot reach. You must have enough space to expand into or the spell is lost. You instead gain 20 temporary HP, AC = 18 + your level, attack modifier +18, damage bonus +7 and double the number of damage dice, and Athletics +20.",(5th),,,,,,,,,,,,,100,2,Animal Form (2nd Level),Animal Form,,,100,3,Animal Form (3rd level),Animal Form,,,100,4,Animal Form (4th Level),Animal Form,,,100,5,Animal Form (5th Level),Animal Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,var1,16,var2,5,var3,+9,var4,+1,var5,+9,var6,2,var7,1,var8,,var9,Medium,var1,17,var2,10,var3,+14,var4,+5,var5,+14,var6,2,var7,1,var8,,var9,Large,var1,18,var2,15,var3,+16,var4,+9. Your attacks have 10-foot reach,var5,+16,var6,2,var7,1,var8, You must have enough space to expand into or the spell is lost.,var9,,,,,,,Huge,var1,18,var2,20,var3,+18,var4,+7 with double damage dice (including persistent damage). Your attacks have 15-foot reach,var5,+20,var6,4,var7,2,var8, You must have enough space to expand into or the spell is lost.,var9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animal Messenger,29edb598-9122-11ea-bb37-0242ac130002,Send a Tiny animal to deliver a message.,1 minute,"material, somatic, verbal",,,2,Primal,,,,Enchantment,Mental,,,,,,,,,,120 feet,,,self,,,,,,see text,"You offer a gift of food, and an ordinary Tiny wild animal within range approaches to eat it. You imprint the image, direction, and distance of an obvious place or landmark well known to you within the animal. Optionally, you can attach a small object or note up to light Bulk to it. The animal does its best to reach the destination; if it makes it there, it waits nearby until the duration expires, allowing other nonhostile creatures to approach it and remove the attached object. The spell ends after 24 hours or when a creature removes the attached object, whichever happens first.

If there are no Tiny wild animals in range, the spell is lost.",,,,,,,,,,,,,,,,,,,,,,,,,,144000,,Animal Messenger,Animal Messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animus Mine,29edb71e-9122-11ea-bb37-0242ac130002,You implant a mental mine within your psyche that detonates against anyone attempting to manipulate your thoughts.,2A,"somatic, verbal",Gods & Magic,,2,Occult,,,,Abjuration,Mental,,,,,,,,,,,,,self,,,,,,1 hour,"You implant a mental mine within your psyche that detonates against anyone attempting to manipulate your thoughts. You can use a single action, which has the concentrate trait, to suppress the effects of the mine for 1 round to allow someone to safely use a mental effect on you. You can Dismiss the spell.

The first creature that uses a mental effect against you triggers the animus mine, causing the spell to end. The animus mine deals <var>var1</var> mental damage to the triggering creature, which must attempt a Will save.",Will,The creature is unaffected.,The creature takes half damage.,The creature takes full damage and is stunned 1.,The creature takes double damage and is stunned 1. You are unaffected by the triggering mental effect.,,,The damage increases by 2d8.,(+1),,,,,,,,,,,,,,,,,6000,,Animus Mine,Animus Mine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d8,var1,,,,,,,,,,,,,,,,,6d8,var1,,,,,,,,,,,,,,,,,8d8,var1,,,,,,,,,,,,,,,,,,,,,,,10d8,var1,,,,,,,,,,,,,,,,,,,,,,,12d8,var1,,,,,,,,,,,,,,,,,,,,,14d8,var1,,,,,,,,,,,,,,,,,,,,,,,16d8,var1,,,,,,,18d8,var1,,,,,,,20d8,var1,,,,,,
Augury,29edb89a-9122-11ea-bb37-0242ac130002,Predict whether a course of action brings good fortune.,10 minutes,"material, somatic, verbal",,,2,Occult,Divine,,,Divination,Prediction,,,,,,,,,,,,,,,,,,,,"You gain a vague glimpse of the future. During the casting of this spell, ask about the results of a particular course of action. The spell can predict results up to 30 minutes into the future and reveals the GM's best guess among the following outcomes:

<strong>Weal</strong> The results will be good.
<strong>Woe</strong> The results will be bad.
<strong>Weal and Woe</strong> The results will be a mix of good and bad.
<strong>Nothing</strong> There won't be particularly good or bad results.

The GM rolls a secret DC 6 flat check. On a failure, the result is always â€œnothing.â€ This makes it impossible to tell whether a â€œnothingâ€ result is accurate. If anyone asks about the same topic as the first casting of augury during an additional casting, the GM uses the secret roll result from the first casting. If circumstances change, though, it's possible to get a different result.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barkskin,29edb9d0-9122-11ea-bb37-0242ac130002,Target's skin is covered in protective bark.,2A,"somatic, verbal",,,2,Primal,,,,Abjuration,Plant,,,,,,,,,,touch,,1 willing creature,ally,TRUE,,,,,10 minutes,"The target's skin becomes covered in bark. The target gains resistance <var>var1</var> to bludgeoning and piercing damage and weakness <var>var2</var> to fire. After the target takes fire damage, it can Dismiss the spell as a free action triggered by taking the damage; doing so doesn't reduce the fire damage the target was dealt.",,,,,,,,"The resistances increase by 2, and the weakness increases by 3.",(+2),,,,,,,,,,,,,,,,,1000,2,Barkskin,Barkskin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,var1,3,var2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,var1,6,var2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,var1,9,var2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,var1,12,var2,,,,,,,,,,,,,10,var1,15,var2,,,,
Blur,29edbb42-9122-11ea-bb37-0242ac130002,Cause a target's form to become blurry and hard to hit.,2A,"somatic, verbal",,,2,Arcane,Occult,,,Illusion,Visual,,,,,,,,,,touch,,1 creature,ally,TRUE,,,,,1 minute,"The target's form appears blurry. It becomes concealed. As the nature of this effect still leaves the target's location obvious, the target can't use this concealment to Hide or Sneak.",,,,,,,,,,,,,,,,,,,,,,,,,,100,,Blur,Blur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand the Impenitent,29edbcbe-9122-11ea-bb37-0242ac130002,You brand the target with an ethereal copy of your deity's religious symbol.,2A,"somatic, verbal",Gods & Magic,,2,Divine,,,,Abjuration,Curse,,,,,,,,,,touch,,1 creature,,TRUE,,,,,varies,"You brand the target with an ethereal copy of your deityâ€™s religious symbol. This brand canâ€™t be hidden, but it is visible only to followers of your faith, who see it as clearly as a lit torch. Followers of your faith ignore the targetâ€™s concealed condition, if any, and the target gains a -1 status penalty to AC against attacks by followers of your faith. If the target is a follower of your deity in good standing, the spell fails.",Fortitude,The target is unaffected.,The spell lasts for 1 round.,The spell lasts for 1 minute.,The spell has an unlimited duration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breath of Drought,4f676c63-ad20-4e70-8924-5a554b03fe84,"You fill the area with an oppressive, arid swelter that overwhelms creatures with heat exhaustion.",2A,"somatic, verbal",Pathfinder #151: The Show Must Go On,,2,Primal,,,,Uncommon,Evocation,Fire,,,,,,,,,30 feet,10-foot burst,,self,,,,,1000,sustained,"<var>var1</var>You fill the area with an oppressive, arid swelter that overwhelms creatures with heat exhaustion. Objects are unaffected. Each creature in the area when the spell is cast or that ends its turn in the area afterward must attempt a Fortitude save. Water creatures and plant creatures use the outcome one degree of success worse than the result of their saving throw. Creatures whose bodies contain no significant moisture (such as fire elementals) are immune to breath of drought.<var>var2</var>",,,The creature is unaffected.,The creature is sickened 1.,The creature is sickened 2.,,,"Once per round when you Sustain the Spell, you can move the center of the burst to a new location within range.",(4th),"As the 4th-level version, except the range is 120 feet and the area is a 20-foot burst.",(7th),,,,,,,,,,,,,,,1000,,Breath of Drought,Breath of Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,var1,,var2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,var1," Once per round when you Sustain the Spell, you can move the center of the burst to a new location within range.",var2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The range is 120 feet and the area is a 20-foot burst. ,var1," Once per round when you Sustain the Spell, you can move the center of the burst to a new location within range.",var2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calm Emotions,29edbe26-9122-11ea-bb37-0242ac130002,Suppress strong emotions and hostility.,2A,"somatic, verbal",,,2,Occult,Divine,,,Emotion,Enchantment,Incapacitation,Mental,,,,,,,,120 feet,10-foot burst,,self,,,,,100,sustained up to 1 minute,"You forcibly calm creatures in the area, soothing them into a nonviolent state; each creature must attempt a Will save.",Will,The creature is unaffected.,Calming urges impose a -1 status penalty to the creature's attack rolls.,"Any emotion effects that would affect the creature are suppressed and the creature can't use hostile actions. If the target is subject to hostility from any other creature, it ceases to be affected by calm emotions.","As failure, but hostility doesn't end the effect.",,,,,,,,,,,,,,,,,,,,,100,,Calm Emotions,Calm Emotions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comprehend Language,29edbfac-9122-11ea-bb37-0242ac130002,A creature understands one language.,2A,"somatic, verbal",,,2,Arcane,Occult,Divine,,Divination,,,,,,,,,,,30 feet,,1 creature,ally,TRUE,,,,,1 hour,"<var>var1</var>The target can understand <var>var2</var>the meaning of a single language it is hearing or reading when you cast the spell. This doesn't let it understand codes, language couched in metaphor, and the like (subject to GM discretion). If the target can hear multiple languages and knows that, it can choose which language to understand; otherwise, choose one of the languages randomly.",,,,,,,,The target can also speak the language.,(3rd),"You can target up to 10 creatures, and targets can also speak the language.",(4th),,,,,,,,,,,,,,,6000,,Comprehend Language,Comprehend Language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,var1,,var2,,,,,,,,,,,,,,,,var1,and speak ,var2,,,,,,,,,,,,,,,You can target up to 10 creatures. ,var1,and speak ,var2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Continual Flame,29edc128-9122-11ea-bb37-0242ac130002,A magical flame burns indefinitely.,3A,"material, somatic, verbal",,,2,Arcane,Occult,Divine,Primal,Evocation,Light,,,,,,,6 gp of ruby dust,,,touch,,1 object,self,TRUE,,,,,unlimited,"<var>var1</var>A magical flame springs up from the object, as bright as a torch. It doesn't need oxygen, react to water, or generate heat.",,,,,,,,"The cost increases as follows: 16 gp for 3rd level; 30 gp for 4th, 60 gp for 5th, 120 gp for 6th,; 270 gp for 7th, 540 gp for 8th, 1,350 gp for 9th, and 3,350 gp for 10th.",(+1),,,,,,,,,,,,,,,,,-1,,Continual Flame,Continual Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,var1,,,,,,,,,,,,,,,,,The cost increases to 16 gp. ,var1,,,,,,,,,,,,,,,,,The cost increases to 30 gp. ,var1,,,,,,,,,,,,,,,,,,,,,,,The cost increases to 60 gp. ,var1,,,,,,,,,,,,,,,,,,,,,,,The cost increases to 120 gp. ,var1,,,,,,,,,,,,,,,,,,,,,The cost increases to 270 gp. ,var1,,,,,,,,,,,,,,,,,,,,,,,The cost increases to 540 gp. ,var1,,,,,,,The cost increases to 1350 gp. ,var1,,,,,,,The cost increases to 3350 gp. ,var1,,,,,,
Create Food,29edc312-9122-11ea-bb37-0242ac130002,Conjure food that can feed multiple creatures.,1 hour,"somatic, verbal",,,2,Arcane,Divine,Primal,,Conjuration,,,,,,,,,,,30 feet,,,,,,,,,,"You create enough food to feed <var>var1</var> Medium creatures for a day. This food is bland and unappealing, but it is nourishing. After 1 day, if no one has eaten the food, it decays and becomes inedible. Most Small creatures eat one-quarter as much as a Medium creature (one-sixteenth as much for most Tiny creatures), and most Large creatures eat 10 times as much (100 times as much for Huge creatures and so on).",,,,,,,,You can feed 12 Medium creatures.,(4th),You can feed 50 Medium creatures.,(6th),You can feed 200 Medium creatures.,(8th),You can feed 200 Medium creatures.,(8th),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,six,var1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,var1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,var1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,var1,,,,,,,,,,,,,,,,,,,,,,
