name,shortdesc,desc,hint,showon,abilityreq/0/ability,abilityreq/0/value,access,advancedweaponbase,data/background,data/name,effects/0/affected,effects/0/value,featreq,gainActivities/0,gainFeatChoice/0/available,gainFeatChoice/0/id,gainFeatChoice/0/level,gainFeatChoice/0/source,gainFeatChoice/0/type,gainFormulaChoice,gainLore,gainSkillChoice/0/available,gainSkillChoice/0/increases/0/locked,gainSkillChoice/0/increases/0/maxRank,gainSkillChoice/0/increases/0/name,gainSkillChoice/0/increases/0/source,gainSkillChoice/0/increases/0/sourceId,gainSkillChoice/0/maxRank,gainSkillChoice/0/source,gainSkillChoice/0/type,gainSpellChoice/0/className,gainSpellChoice/0/id,gainSpellChoice/0/source,gainSpellChoice/0/spells/0/className,gainSpellChoice/0/spells/0/locked,gainSpellChoice/0/spells/0/name,gainSpellChoice/0/spells/0/source,gainSpellChoice/0/spells/0/sourceId,gainSpellChoice/0/spells/0/tradition,gainSpellChoice/0/tradition,gainTraditionChoice/0/ability,gainTraditionChoice/0/id,gainTraditionChoice/0/maxRank,gainTraditionChoice/0/source,gainTraditionChoice/0/traditionAvailable,gainTraditionChoice/0/traditionFilter/0,gainTraditionChoice/0/traditionFilter/1,hide,internalNote,levelreq,lorebase,onceEffects/0/affected,onceEffects/0/value,skillreq/0/skill,skillreq/0/value,skillreq/1/skill,skillreq/1/value,skillreq/2/skill,skillreq/2/value,skillreq/3/skill,skillreq/3/value,skillreq/4/skill,skillreq/4/value,skillreq/5/skill,skillreq/5/value,skillreq/6/skill,skillreq/6/value,skillreq/7/skill,skillreq/7/value,specialdesc,specialreq,specialreqdesc,subType,subTypes,superType,traits/0,traits/1,traits/2,traits/3,traits/4,traits/5,unlimited
Specialty Crafting: Weaving,,Gain bonuses to Craft certain items.,,Crafting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Crafting,2,,,,,,,,,,,,,,,,,,Weaving,,Specialty Crafting,General,Skill,,,,,
Specialty Crafting: Woodworking,,Gain bonuses to Craft certain items.,,Crafting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Crafting,2,,,,,,,,,,,,,,,,,,Woodworking,,Specialty Crafting,General,Skill,,,,,
Steady Balance,,Maintain your balance in adverse conditions.,,Acrobatics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Acrobatics,2,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Streetwise,,Use Society to Gather Information and Recall Knowledge.,,Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Society,2,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Strong-Blooded Dwarf Fortitude,,"Each of your successful saving throws against a poison affliction reduces its stage by 2, or by 1 for a virulent poison. Each critical success against an ongoing poison reduces its stage by 3, or by 2 for a virulent poison.",,Fortitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strong-Blooded Dwarf Poison Resistance,,You gain poison resistance equal to half your level (minimum 1).,,,,,,,,,Poison Resistance,"'+'+Math.max(Math.floor(characterService.get_Character().level / 2), 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Student of the Canon,,More accurately recognize the tenets of your faith or philosophy.,,Religion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Religion,2,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Stunning Fist,The focused power of your flurry threatens to overwhelm your opponent.,"The focused power of your flurry threatens to overwhelm your opponent. When you target the same creature with two Strikes from your Flurry of Blows, you can try to stun the creature. If either Strike hits and deals damage, the target must succeed at a Fortitude save against your class DC or be stunned 1 (or stunned 3 on a critical failure). This is an incapacitation effect.","When you target the same creature with two Strikes from your Flurry of Blows, you can try to stun the creature. If either Strike hits and deals damage, the target must succeed at a Fortitude save against your class DC or be stunned 1 (or stunned 3 on a critical failure). This is an incapacitation effect.",Flurry of Blows,,,,,,,,,Flurry of Blows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,Monk,,,,,,
Subtle Theft,,Your thefts are harder to notice.,,Thievery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Thievery,2,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Survey Wildlife,,Identify nearby creatures through signs and clues.,,Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Survival,2,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Swift Sneak,,Move your full Speed while you Sneak.,,Stealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,Stealth,6,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Terrain Expertise,,+1 to Survival checks in certain terrain.,,Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Survival,2,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Terrain Stalker,,Sneak in certain terrain without attempting a check.,,Stealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Stealth,2,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Terrified Retreat,,Cause foes you Demoralize to flee.,,Intimidation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,Intimidation,6,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Titan Wrestler,,"Disarm, Grapple, Shove, or Trip larger creatures.",,Athletics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Athletics,2,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Toughness,,Increase your maximum HP and reduce the DCs of recovery checks.,,Max Dying,,,,,,,Max HP,'+' + characterService.get_Character().level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,General,,,,,,
Train Animal,,Teach an animal a trick.,,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Nature,2,,,,,,,,,,,,,,,,,,,,,General,Downtime,Manipulate,Skill,,,
Trick Magic Item,,Activate a magic item you normally can't activate.,,"Arcana, Nature, Occultism, Religion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Arcana,2,Nature,2,Occultism,2,Religion,2,,,,,,,,,,,,,,,General,Manipulate,Skill,,,,
Tweak Appearances,,You can alter a creature's clothing to improve their social impact.,,Crafting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,Crafting,4,,,,,,,,,,,,,,,,,,,,,General,Skill,Uncommon,,,,
Underwater Marauder,,Fight more effectively underwater.,,Athletics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Athletics,2,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Unified Theory,,Use Arcana for checks for all magical traditions.,,Arcana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,Arcana,8,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Unmistakable Lore,,Recall Knowledge about your Lore more effectively.,,Lore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,Lore,4,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Untrained Improvisation,,Become more adept at using untrained skills.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,General,,,,,,
Virtuosic Performer,,+1 with a certain type of Performance.,,Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Performance,2,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Wall Jump,,Jump off walls.,,Athletics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,Athletics,6,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Ward Medic,,Treat several patients at once.,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,Medicine,4,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Wary Disarmament,,+2 to AC or saves against devices or traps you trigger while disarming.,,Thievery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,Thievery,4,,,,,,,,,,,,,,,,,,,,,General,Skill,,,,,
Weapon Proficiency,Become trained in a weapon type.,"You become trained in all simple weapons. If you were already trained in all simple weapons, you become trained in all martial weapons. If you were already trained in all martial weapons, you become trained in one advanced weapon of your choice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,"You can select this feat more than once. Each time you do, you become trained in additional weapons as appropriate, following the above progression.",,,,TRUE,,General,,,,,,
Weapon Proficiency: Advanced Weapon,Become trained in a weapon type.,You become trained in the Advanced Weapon.,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,2,Advanced Weapon,Feat: Weapon Proficiency: Advanced Weapon,,2,Feat: Weapon Proficiency: Advanced Weapon,Specific Weapon Proficiency,,,,,,,,,,,,,,,,,,TRUE,,1,,,,Martial Weapons,2,,,,,,,,,,,,,,,,"!characterService.get_Skills(this.subType).length || characterService.get_Skills(this.subType)[0].level(characterService) < 2 || (this.have(characterService, charLevel) && characterService.get_Skills(this.subType)[0].level(characterService, charLevel) < 4)",Advanced Weapon < T,Advanced Weapon,,Weapon Proficiency,General,,,,,,
Weapon Proficiency: Martial Weapons,Become trained in a weapon type.,You become trained in all Martial weapons.,,,,,,,,,,,,,,,,,,,,,TRUE,2,Martial Weapons,Feat: Weapon Proficiency: Martial Weapons,,2,Feat: Weapon Proficiency: Martial Weapons,Weapon Proficiency,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,"characterService.get_Skills(this.subType)[0].level(characterService, charLevel) < 2 || (this.have(characterService, charLevel) && characterService.get_Skills(this.subType)[0].level(characterService, charLevel) < 4)",Martial Weapons < T,Martial Weapons,,Weapon Proficiency,General,,,,,,
Weapon Proficiency: Simple Weapons,Become trained in a weapon type.,You become trained in all simple weapons.,,,,,,,,,,,,,,,,,,,,,TRUE,2,Simple Weapons,Feat: Weapon Proficiency: Simple Weapons,,2,Feat: Weapon Proficiency: Simple Weapons,Weapon Proficiency,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,"characterService.get_Skills(this.subType)[0].level(characterService, charLevel) < 2 || (this.have(characterService, charLevel) && characterService.get_Skills(this.subType)[0].level(characterService, charLevel) < 4)",Simple Weapons < T,Simple Weapons,,Weapon Proficiency,General,,,,,,
Whirling Throw,You propel your grabbed or restrained foe a great distance.,"You propel your grabbed or restrained foe a great distance. You can throw the creature any distance up to 10 feet, plus 5 feet × your Strength modifier. If you successfully throw the creature, it takes bludgeoning damage equal to your Strength modifier plus 1d6 per 10 feet you threw it.

Attempt an Athletics check against the foe’s Fortitude DC. You take a –2 circumstance penalty to your check if the target is one size larger than you and a –4 circumstance penalty if it’s larger than that. You gain a +2 circumstance bonus to your check if the target is one size smaller than you and a +4 circumstance bonus if it’s smaller than that.",,,,,,,,,,,,Whirling Throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,Monk,,,,,,
Whisper Elf Hearing,,"As long as you can hear normally, you can use the Seek action to sense undetected creatures in a 60-foot cone instead of a 30-foot cone. You also gain a +2 circumstance bonus to locate undetected creatures that you could hear within 30 feet with a Seek action.",,Senses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilderness Spotter,,Use Survival for your Initiative when in a specific terrain.,,Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,Survival,4,,,,,,,,,,,,,,,,,,,,,General,Skill,Uncommon,,,,
Wintertouched Human Cold Resistance,,You gain cold resistance equal to half your level (minimum 1).,,,,,,,,,Cold Resistance,"'+'+Math.max(Math.floor(characterService.get_Character().level / 2), 1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wintertouched Human Lessened Cold,,"You treat environmental cold effects as if they were one step less extreme (incredible cold becomes extreme, extreme cold becomes severe, and so on).",,Resistances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodland Elf Climbing,,"When Climbing trees, vines, and other foliage, you move at half your Speed on a success and at full Speed on a critical success (and you move at full Speed on a success if you have Quick Climb). This doesn’t affect you if you’re using a climb Speed.",,Movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodland Elf Cover,,"You can always use the Take Cover action when you are within forest terrain to gain cover, even if you’re not next to an obstacle you can Take Cover behind.",,Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
